"","V1","V2","V3","Source"
"ERR2241744",-0.182637831591841,-0.362007143779641,-0.0728103091913171,"Chicken"
"ERR2241747",-0.3005084546255,-0.363266535321154,-0.103752452829223,"Chicken"
"ERR2241748",-0.365272430242416,-0.465219285347192,-0.138634132534724,"Chicken"
"ERR2241749",-0.376561373537379,-0.484984591973806,-0.150990043483752,"Chicken"
"ERR2241750",-0.384881964248766,-0.480986544412091,-0.134104276153458,"Chicken"
"ERR2241752",-0.206273714901059,-0.580824401696082,-0.135542891437594,"Chicken"
"ERR2241753",-0.292312970459574,-0.416481871129499,-0.128475274194591,"Chicken"
"ERR2241754",-0.257524542918577,-0.406297701765707,-0.146963880357656,"Chicken"
"ERR2241755",-0.376546634590477,-0.446067559065999,-0.110891793286083,"Chicken"
"ERR2241756",-0.293114402416054,-0.489812579433367,-0.155748309034221,"Chicken"
"ERR2241758",-0.368802299051059,-0.474202498101362,-0.161018110820966,"Chicken"
"ERR2241759",-0.342998455473471,-0.480310881571487,-0.172840978584813,"Chicken"
"ERR2241760",-0.249569631815715,-0.370404896436025,-0.134006054762908,"Chicken"
"ERR2241761",-0.343932091653099,-0.479114753517574,-0.164454207120313,"Chicken"
"ERR2241762",-0.297457641932809,-0.421406804369855,-0.147939121590755,"Chicken"
"ERR2241763",0.000725563967037803,-0.376976419655697,-0.115247258476609,"Chicken"
"ERR2241764",-0.357485605178396,-0.476824074213704,-0.152829732163149,"Chicken"
"ERR2241765",-0.218999438710285,-0.351978026914257,-0.132042845806971,"Chicken"
"ERR2241770",-0.39581627009511,-0.473083933360604,-0.14276488562587,"Chicken"
"ERR2241783",-0.376153980393533,-0.477061679954412,-0.136768676036908,"Chicken"
"ERR2241784",-0.344948079745991,-0.499788534035806,-0.165407633737721,"Chicken"
"ERR2241788",-0.368843844177862,-0.48509533532415,-0.152990031755837,"Chicken"
"ERR2241790",-0.357784466502622,-0.486325140272595,-0.162291111491443,"Chicken"
"ERR2241791",-0.359509967907681,-0.449203951034094,-0.134482168644834,"Chicken"
"ERR2241794",-0.379011168489431,-0.479209388728273,-0.157928370302099,"Chicken"
"ERR2241795",-0.352672160509469,-0.484881738418879,-0.17186108050897,"Chicken"
"ERR2241798",-0.328651092090709,-0.420812141715318,-0.136818803481941,"Chicken"
"ERR2241799",-0.228172471385248,-0.503765575769584,-0.189043090103047,"Chicken"
"ERR2241801",-0.384462209155487,-0.454152122216404,-0.14191273664304,"Chicken"
"ERR2241802",-0.335253034552583,-0.502308946159119,-0.159624268065892,"Chicken"
"ERR2241803",-0.362665916991237,-0.479145128896304,-0.154776972390169,"Chicken"
"ERR2241805",-0.35254325502924,-0.477444304305346,-0.161178984489682,"Chicken"
"ERR2241806",-0.237673194868256,-0.393052963498793,-0.153371333758437,"Chicken"
"ERR2241807",-0.357294091699169,-0.468665942640711,-0.162761518488466,"Chicken"
"ERR2241808",-0.373878245857368,-0.46617162842052,-0.146559670224685,"Chicken"
"ERR2241809",-0.400453257131449,-0.471185304350226,-0.146084852824687,"Chicken"
"ERR2241815",-0.392922762891643,-0.469072003393065,-0.1520443146308,"Chicken"
"ERR2241818",-0.334298745502943,-0.48360935200012,-0.167173035352588,"Chicken"
"ERR2241819",-0.3507655431047,-0.459603738397922,-0.157102655281122,"Chicken"
"ERR2241823",-0.356240784717267,-0.461610162642574,-0.153153102593011,"Chicken"
"ERR2241824",-0.22374824703874,-0.406891465646707,-0.135470414905204,"Chicken"
"ERR2241828",-0.279354942230577,-0.414854696958197,-0.15547464196084,"Chicken"
"ERR2241848",-0.298212285620961,-0.50481699051122,-0.155872733357327,"Chicken"
"ERR2241849",-0.344941068886176,-0.480842918121718,-0.140208122017955,"Chicken"
"ERR2241850",-0.0546183549110691,-0.277941297624344,-0.0941497118732744,"Chicken"
"ERR2241851",-0.384017712393679,-0.411740358847863,-0.095343491265092,"Chicken"
"ERR2241852",-0.144988540346087,-0.550053234112951,-0.119768716808425,"Chicken"
"ERR2241853",-0.342855157188962,-0.508568673876701,-0.144655755161323,"Chicken"
"ERR2241854",-0.318248340637994,-0.429582446158311,-0.103527900601637,"Chicken"
"ERR2241855",-0.117342408245752,-0.458507084394797,-0.0759456589222268,"Chicken"
"ERR2241856",-0.216649765855329,-0.416847010031992,-0.109830662468571,"Chicken"
"ERR2241857",-0.331548114226757,-0.449598699344883,-0.135448719342215,"Chicken"
"ERR2241858",-0.11892163845551,-0.423979362948102,-0.168650979203299,"Chicken"
"ERR2241859",-0.330230049539157,-0.4843157836992,-0.150822897598021,"Chicken"
"ERR2241860",-0.342017307485945,-0.495451094761095,-0.154895473554642,"Chicken"
"ERR2241861",-0.267187170886794,-0.470962118574888,-0.150932256615878,"Chicken"
"ERR2241862",-0.0957762163254734,-0.481510698194427,-0.0640473420095744,"Chicken"
"ERR2241863",-0.239996763850976,-0.376292181577733,-0.0980598488317353,"Chicken"
"ERR2241864",-0.273095920869544,-0.535230550251615,-0.170331923105387,"Chicken"
"ERR2241865",-0.327736507351397,-0.481128270931985,-0.164407519344664,"Chicken"
"ERR2241866",-0.297926666228072,-0.505396041858885,-0.169228293747728,"Chicken"
"ERR2241887",-0.369684663352116,-0.460946116151741,-0.138892813705636,"Chicken"
"ERR2241888",-0.238122012375088,-0.40867798831225,-0.17490435602685,"Chicken"
"ERR2241889",-0.187034241212034,-0.516895890833414,-0.162775861553987,"Chicken"
"ERR2241890",-0.235460674018759,-0.537143648835295,-0.155057569905206,"Chicken"
"ERR2241891",-0.225828641753012,-0.564317120079749,-0.140839240362273,"Chicken"
"ERR2241892",-0.332897298948994,-0.429308742720908,-0.160413980076702,"Chicken"
"ERR2241893",-0.371077274510965,-0.473002727420675,-0.139885471464562,"Chicken"
"ERR2241894",-0.357944334943215,-0.480466130868108,-0.161845283111534,"Chicken"
"ERR2241895",-0.346887877670077,-0.43663924334528,-0.187097453968757,"Chicken"
"ERR2241896",-0.206221827563578,-0.419596083633377,-0.144446362274828,"Chicken"
"ERR2241897",-0.35281721832337,-0.41069317016215,-0.123859945820803,"Chicken"
"ERR2241898",-0.405404456537938,-0.463045963912362,-0.124848864495112,"Chicken"
"ERR2241899",-0.324208889513633,-0.502842826653957,-0.169803611644472,"Chicken"
"ERR2241900",-0.386150575507139,-0.4806472311262,-0.137986755139388,"Chicken"
"ERR2241901",-0.395415804395218,-0.469597716663742,-0.101196726259156,"Chicken"
"ERR2241902",-0.363937225924508,-0.437391113542412,-0.144011795508603,"Chicken"
"ERR2241903",-0.30106224341353,-0.405486068995127,-0.141740510353609,"Chicken"
"ERR2241904",-0.158316355306161,-0.37003334978998,-0.173491699040581,"Chicken"
"ERR2241905",-0.0530172149311736,-0.421765279796666,-0.155667589468449,"Chicken"
"ERR2241906",-0.336872404516968,-0.459867603019622,-0.152623491042045,"Chicken"
"ERR2241907",-0.395272650187578,-0.473012623287106,-0.133900953933542,"Chicken"
"ERR2241909",-0.381181334403799,-0.441781290718086,-0.121996517875153,"Chicken"
"ERR2241911",-0.378051454025173,-0.451790626732644,-0.134716844399126,"Chicken"
"ERR2241913",-0.396819041551119,-0.479427368030876,-0.151742713378948,"Chicken"
"ERR2241915",-0.37467980983345,-0.484931565730769,-0.150658614132271,"Chicken"
"ERR2241917",-0.348386635760929,-0.485147492186349,-0.150243042045376,"Chicken"
"ERR2241919",-0.34671487247067,-0.455339475576951,-0.143899307272817,"Chicken"
"ERR2241921",-0.366207650170996,-0.484377719066463,-0.1510745118666,"Chicken"
"ERR2241923",-0.331424194866694,-0.51007891890848,-0.151388636727706,"Chicken"
"ERR2241925",-0.37388646839325,-0.479556172195599,-0.156172230389834,"Chicken"
"ERR2241927",-0.363602165321458,-0.450795621471628,-0.124754714225752,"Chicken"
"ERR2241929",-0.309860985720802,-0.514344709154994,-0.162585519278292,"Chicken"
"ERR2241931",-0.380155670431604,-0.466088032584278,-0.141321363438084,"Chicken"
"ERR2241933",-0.320954470401713,-0.512388430033532,-0.162842594698527,"Chicken"
"ERR2241935",-0.362235836527846,-0.470258365485454,-0.152358235389829,"Chicken"
"ERR2241937",-0.211124432876058,-0.497767626031307,-0.145930861171064,"Chicken"
"ERR2241939",-0.243559883104771,-0.427415768572105,-0.142918953495768,"Chicken"
"ERR2241941",-0.323543369171118,-0.44766140266938,-0.139709590148559,"Chicken"
"ERR2241943",-0.380332034166383,-0.459767890217099,-0.133004933357149,"Chicken"
"ERR2241945",-0.256829277964322,-0.440465480012376,-0.16167064536219,"Chicken"
"ERR2241950",-0.290394369849509,-0.517387809247995,-0.171549467834246,"Chicken"
"ERR2241952",-0.349561027949954,-0.493419374866383,-0.172180582464933,"Chicken"
"ERR2241953",-0.269894953853911,-0.406610611140938,-0.117831179856814,"Chicken"
"ERR2241954",-0.329298750225007,-0.494029281412572,-0.157409712367598,"Chicken"
"ERR2241955",-0.104680405362514,-0.348205945051531,-0.197392988862753,"Chicken"
"ERR2241956",-0.189704091010135,-0.377822546511976,-0.174858128409526,"Chicken"
"ERR2241957",-0.0362945620471443,-0.372617512819392,-0.195145500846619,"Chicken"
"ERR2241971",-0.178418005270238,-0.548438863789278,-0.17472820602778,"Chicken"
"ERR2241972",-0.327740119481655,-0.48156062060096,-0.153876182325741,"Chicken"
"ERR2241977",-0.304540799861155,-0.504755733777631,-0.160385422913663,"Chicken"
"ERR2241978",-0.0769765006569187,-0.316017365286757,-0.175052034462771,"Chicken"
"ERR2241979",-0.294336739249862,-0.496449006461049,-0.168974360229268,"Chicken"
"ERR2241980",-0.264989953859735,-0.464171117933091,-0.0954527170079876,"Chicken"
"ERR2241981",-0.325942918707308,-0.457088375821339,-0.152282444957739,"Chicken"
"ERR2241982",-0.410428960526762,-0.47170385060412,-0.103063508613471,"Chicken"
"ERR2241983",-0.220918238754506,-0.424072644671346,-0.146575393456567,"Chicken"
"ERR2241984",-0.334739498666555,-0.478013525372165,-0.151663611649698,"Chicken"
"ERR2241985",-0.252102095260529,-0.403697469266053,-0.141861458818903,"Chicken"
"ERR2241986",-0.283204657530716,-0.542870017769554,-0.123310382167729,"Chicken"
"ERR2245455",-0.134960928370144,-0.366175096274402,-0.156531006102176,"Chicken"
"ERR3414571",-0.0341952049924066,-0.309615833400871,-0.187689213216801,"Chicken"
"ERR3414572",-0.0362227288622232,-0.292500121701272,-0.18958028637079,"Chicken"
"ERR3414573",-0.0211869330273956,-0.275633957673224,-0.181075762620648,"Chicken"
"ERR3414574",-0.0599201695676372,-0.290970632453735,-0.175719163539972,"Chicken"
"ERR3414575",-0.0676702567748213,-0.283034377151088,-0.154218767381866,"Chicken"
"ERR3414576",-0.0479203496890499,-0.291795527646207,-0.157444176268535,"Chicken"
"ERR3414577",0.0106659393405068,-0.326377491756863,-0.158521456925865,"Chicken"
"ERR3414578",-0.00229072497886345,-0.319999052631435,-0.169880832736573,"Chicken"
"ERR3414579",-0.0690027755550108,-0.319587722336242,-0.187160926500668,"Chicken"
"ERR3414580",-0.146630627974687,-0.31991761168193,-0.138970121136242,"Chicken"
"ERR3414581",0.00057503847942733,-0.29511821893943,-0.156950702534713,"Chicken"
"ERR3414582",-0.0332728115663285,-0.284270373690357,-0.172338567851785,"Chicken"
"ERR3414583",-0.0071280021119071,-0.298732014646766,-0.167477370137232,"Chicken"
"ERR3414584",-0.0766741698585483,-0.299962666630641,-0.142374534476496,"Chicken"
"ERR3414585",0.025133584464208,-0.331735473875573,-0.178798302931245,"Chicken"
"ERR3414586",-0.0308664391790385,-0.253803628902905,-0.0658705757068125,"Chicken"
"ERR3414587",-0.0319078020583058,-0.352616742213605,-0.16494933408431,"Chicken"
"ERR3414588",-0.0313167604035231,-0.266249909085353,-0.167887147607912,"Chicken"
"ERR3414589",-0.0255452537594128,-0.315626078954308,-0.177519881493647,"Chicken"
"ERR3414590",0.0208269487217845,-0.266904461690285,-0.0512024090215663,"Chicken"
"ERR3414591",-0.0131456362571526,-0.279823092561334,-0.155586762697457,"Chicken"
"ERR3414592",0.0372145986363605,-0.278360393091983,-0.131889388539193,"Chicken"
"ERR3414593",-0.0207898900114126,-0.299844948156272,-0.181969107458788,"Chicken"
"ERR3414594",0.0981943435865086,-0.330982380077395,-0.117514548164682,"Chicken"
"SRR6323088",0.0334225297758366,-0.308990135130838,-0.172165836557786,"Chicken"
"SRR6323089",0.0745422164545049,-0.316235433931781,-0.164101819269356,"Chicken"
"SRR6323100",0.0108816929204335,-0.285383652898401,-0.193493168354017,"Chicken"
"SRR6323102",0.122905379654741,-0.334981275631451,-0.101619236592106,"Chicken"
"SRR6323103",0.0308695002949761,-0.327510756016647,-0.219939182314042,"Chicken"
"SRR6323104",0.0125423890871461,-0.280563099908716,-0.172079085647522,"Chicken"
"SRR6323105",0.0364977266380537,-0.287176792335381,-0.190791773695975,"Chicken"
"SRR6323106",-0.0263339975283296,-0.269120741105953,-0.182095390211799,"Chicken"
"SRR6323107",-0.0511918675358591,-0.28373296807702,-0.177366124530174,"Chicken"
"SRR6323118",0.00331196417346457,-0.258058178266692,-0.15652885949424,"Chicken"
"SRR6323119",0.117249021952736,-0.358088851779036,-0.162174944960235,"Chicken"
"SRR6323120",0.0128930075983424,-0.279213697539117,-0.169123836806652,"Chicken"
"SRR6323123",0.0277234385862235,-0.301477045296403,-0.189200471101032,"Chicken"
"SRR6323124",-0.0020689892870133,-0.282992962408637,-0.188992999420731,"Chicken"
"SRR6323125",-0.00542064518126534,-0.299866197743769,-0.126173153103736,"Chicken"
"SRR6323126",-0.0456120198682792,-0.30559449007044,-0.197541644154337,"Chicken"
"SRR6323127",-0.00979612777000399,-0.287326649944581,-0.199771321071535,"Chicken"
"SRR6323128",-0.0469774211762286,-0.252979394070791,-0.157492356247141,"Chicken"
"SRR6323134",0.0372365223762791,-0.284293689108583,-0.151035288278272,"Chicken"
"SRR6323135",-0.0373990301576938,-0.266562592981787,-0.190016640323784,"Chicken"
"SRR6323150",0.00359328954728792,-0.284429385298985,-0.192884758634827,"Chicken"
"SRR6323151",0.0735916689293257,-0.334985401161902,-0.166378549867473,"Chicken"
"SRR6323152",-0.0787298602913337,-0.304631210466547,-0.203867037545237,"Chicken"
"SRR6323154",0.0261549440729743,-0.26892442883142,-0.177512309353485,"Chicken"
"SRR6323155",0.00398745675973699,-0.288065283197156,-0.201283137267251,"Chicken"
"SRR6323200",0.0429776587045365,-0.292131336229759,-0.144552156045817,"Chicken"
"SRR6323204",0.130507315146168,-0.349140597219235,-0.142037549421568,"Chicken"
"SRR6323205",0.0135236098861741,-0.293953027111497,-0.170027252266951,"Chicken"
"SRR6323232",0.0214648010706591,-0.294140577915779,-0.20922369668007,"Chicken"
"SRR6323233",0.0167108516534983,-0.283251559817012,-0.20021730735565,"Chicken"
"SRR6323243",-0.0301094376682386,-0.329216906003155,-0.172718290310445,"Chicken"
"SRR6323244",0.0768001348091319,-0.344670066089047,-0.145130922143636,"Chicken"
"SRR6323245",0.0693041224066386,-0.384448659369516,-0.176635831369313,"Chicken"
"SRR6323247",0.0273836432572426,-0.280015454745498,-0.185120796521306,"Chicken"
"SRR6323249",0.0983836460466974,-0.330695605502883,-0.156986223315439,"Chicken"
"SRR6323250",0.0171145926381925,-0.306157566335722,-0.202828439296449,"Chicken"
"SRR6323257",-0.0152992035490465,-0.267444738366854,-0.19377761804275,"Chicken"
"SRR6323258",-0.0368783411853682,-0.296079672311844,-0.176667960461282,"Chicken"
"SRR6323259",0.00221393316475578,-0.279776105081931,-0.17966110024398,"Chicken"
"SRR6323278",0.0659599532907664,-0.298444235451912,-0.0749408005691826,"Chicken"
"SRR6323289",-0.0325220612906804,-0.27543214484171,-0.172299904310207,"Chicken"
"SRR6323291",0.0101110719700389,-0.25911928154685,-0.144455629268235,"Chicken"
"SRR6323292",-0.0014558537429754,-0.273236707034071,-0.162878783282329,"Chicken"
"SRR6323294",-0.0337868863238352,-0.30079428823171,-0.148149775890386,"Chicken"
"SRR6323316",0.0205723689399312,-0.275889873917239,-0.0985054957901078,"Chicken"
"SRR6323317",0.0976176928925518,-0.304276725290493,-0.0892051479304271,"Chicken"
"SRR6323318",-0.0046350447373914,-0.291124554678708,-0.139858034411832,"Chicken"
"SRR6323319",0.112504658975185,-0.378508859369848,-0.168700519081927,"Chicken"
"SRR6323320",0.0826447988182663,-0.318349410461285,-0.14615827978621,"Chicken"
"SRR6323327",0.00320087340383365,-0.283229120896216,-0.205425233496294,"Chicken"
"SRR6323328",0.0689140970692142,-0.296948658576786,-0.122925786173897,"Chicken"
"SRR6323329",0.0764033878886329,-0.359815719205972,-0.161619179262508,"Chicken"
"SRR6323330",-0.0141036104367734,-0.283107636250214,-0.19650223465859,"Chicken"
"SRR6323332",-0.00390666922260358,-0.289113922984619,-0.185770459994067,"Chicken"
"SRR6323337",0.0147853850364566,-0.299124534824462,-0.217215109090133,"Chicken"
"SRR6323339",-0.041811748667204,-0.242618386380881,-0.170716330830478,"Chicken"
"SRR6323340",-0.0114407437802174,-0.247006162678681,-0.156283356788512,"Chicken"
"SRR6323390",0.0982250890947125,-0.331479553964964,-0.138516613545887,"Chicken"
"SRR6323391",-0.0160008039264155,-0.293577646815386,-0.135529328062623,"Chicken"
"SRR6323392",0.138930856481855,-0.400554625162823,-0.140891119786199,"Chicken"
"SRR6323393",-0.193795643793572,-0.337561975526007,-0.142458727424955,"Chicken"
"SRR6323394",0.079525484631362,-0.278066193028293,-0.00761302855900046,"Chicken"
"SRR6323397",0.0656290158456368,-0.319005932548545,-0.159643855128946,"Chicken"
"SRR6323398",0.099597524496268,-0.355731962385209,-0.155418876186775,"Chicken"
"SRR6323427",0.0644284386486449,-0.334265601926615,-0.130531388570794,"Chicken"
"SRR6323436",-0.0152148866360742,-0.297305685335899,-0.168574396746665,"Chicken"
"SRR6323438",0.0175814959355092,-0.254055332886891,-0.127369716753402,"Chicken"
"SRR6323439",0.0195398153491592,-0.321637454309297,-0.20026226911851,"Chicken"
"SRR6323446",0.036194691962467,-0.283701656391145,-0.202995338999914,"Chicken"
"SRR6323447",0.0153192453417515,-0.303646889047716,-0.181238955989897,"Chicken"
"SRR6323449",-0.0378765404135814,-0.232084246856619,-0.129460594319731,"Chicken"
"SRR6323479",-0.012169160367535,-0.289641525451871,-0.201279301308712,"Chicken"
"SRR6323486",0.0410026795652165,-0.286415719829942,-0.173547847083321,"Chicken"
"SRR6323487",-0.0127067620266876,-0.276600195738573,-0.17137124952561,"Chicken"
"SRR6323514",0.113149494861859,-0.364030075656495,-0.11275899314982,"Chicken"
"SRR6323516",-0.101365593226309,-0.293285958792928,-0.107584316732893,"Chicken"
"SRR6323517",0.110180299520393,-0.332884439123181,-0.101825957806782,"Chicken"
"SRR6323526",-0.00148497419516404,-0.192787333791538,-0.16433969522386,"Chicken"
"SRR6323527",0.0341227431214869,-0.171442021648173,-0.145498322161342,"Chicken"
"SRR6323528",0.0755698441986226,-0.0926473235697892,-0.252506054471965,"Chicken"
"SRR6323540",0.0896768089462627,-0.30550566370864,-0.0878305266657287,"Chicken"
"SRR6323542",0.0785124567039924,-0.310044077190839,-0.113029177496907,"Chicken"
"SRR6323543",0.153842267923776,-0.392864973699939,-0.125057173946297,"Chicken"
"SRR6323544",0.159153800533962,-0.384916706022651,-0.147874970451108,"Chicken"
"SRR6323545",0.169296192923655,-0.381390511303146,-0.0982818114641656,"Chicken"
"SRR6323546",0.0813299330447656,-0.379159387681309,-0.151813727332171,"Chicken"
"SRR6323552",0.0869386622674872,-0.302852496172788,-0.0706131206851554,"Chicken"
"SRR6323553",0.0704778347794361,-0.286051853432435,-0.0993122671516745,"Chicken"
"SRR6323554",-0.0321420932594913,-0.31109378322267,-0.213214524693946,"Chicken"
"SRR6323556",0.132491395031763,-0.384140610442042,-0.108765419105281,"Chicken"
"SRR6323557",-0.00521350417408348,-0.298920846967437,-0.110683944877032,"Chicken"
"SRR6323567",0.0876068036749584,-0.344113442379735,-0.170058682909373,"Chicken"
"SRR6323568",0.134424196987253,-0.351438245844028,-0.155056122067757,"Chicken"
"SRR6323569",0.164978954558208,-0.371161398414032,-0.122842016968892,"Chicken"
"SRR6323572",-0.00647641023725889,-0.260924976958993,-0.044057238415964,"Chicken"
"SRR6323573",0.0193993482868757,-0.252663877244679,-0.131233024400849,"Chicken"
"SRR6323574",0.0527055831655413,-0.31442599736105,-0.182514401975989,"Chicken"
"SRR6323575",0.0695834896053889,-0.303006733827815,-0.165943423020755,"Chicken"
"SRR6505026",0.0254945771147448,-0.0956847121418193,-0.347103058138707,"Chicken"
"SRR6505027",0.196683682922301,-0.15688422794678,-0.216117058349382,"Chicken"
"SRR6505028",0.0591199951807987,-0.12364732548872,-0.285924172524872,"Chicken"
"SRR6505029",0.0899248857696093,-0.062990023865827,-0.394095224540745,"Chicken"
"SRR6505030",0.0356086605296647,-0.201292265039041,-0.203094187174027,"Chicken"
"SRR6505031",0.0748952396069153,-0.173967623651107,-0.209258224051665,"Chicken"
"SRR6505032",0.0167392783215516,-0.150132745957637,-0.228828771204892,"Chicken"
"SRR6505033",0.0449416392369254,-0.0921621487055674,-0.340260013656399,"Chicken"
"SRR6505034",0.0693922346605376,-0.120757044547467,-0.289695314510824,"Chicken"
"SRR6505035",0.0408715752767116,-0.200781974659214,-0.202892469593172,"Chicken"
"SRR6505036",0.0533959792024415,-0.185296846268645,-0.190308893223046,"Chicken"
"SRR6505037",0.131642465931574,-0.0308975681136767,-0.452588334208938,"Chicken"
"SRR6505038",0.0724645129425759,-0.0777012486153048,-0.40581430261324,"Chicken"
"SRR6505039",0.0431398091190173,-0.204107241597367,-0.22114604883838,"Chicken"
"SRR6505040",0.0512199908900104,-0.184457909918383,-0.239825406027901,"Chicken"
"SRR6505041",-0.00595011144408718,-0.211660636506055,-0.215541360718808,"Chicken"
"SRR6505042",0.131921226945423,-0.141079518698162,-0.24890619841723,"Chicken"
"SRR6505043",0.148247440720604,-0.12357758150408,-0.240186354707245,"Chicken"
"SRR7457734",0.178403047532147,-0.233374475276756,-0.13750578541395,"Chicken"
"SRR7457735",0.0569242701700691,-0.321690765427176,-0.182442120323782,"Chicken"
"SRR7457736",0.205675691499786,-0.184534785345217,-0.106428753605756,"Chicken"
"SRR7457737",0.127085245252406,-0.250349638563736,-0.13617475523192,"Chicken"
"SRR7457738",0.0469054544330459,-0.244144891395991,-0.141661606187641,"Chicken"
"SRR7457739",0.160081422197237,-0.185608670000906,-0.177888408977054,"Chicken"
"SRR7457740",0.120653582759305,-0.27079784785572,-0.213967152302517,"Chicken"
"SRR7457741",0.204753019163798,-0.241215536629257,-0.156787840719639,"Chicken"
"SRR7457742",0.146498454792038,-0.236064180691968,-0.120196904330688,"Chicken"
"SRR7457743",0.206537732974672,-0.191040015822207,-0.178340946871526,"Chicken"
"SRR7457744",-0.33959121424365,-0.457408751568486,-0.14123932283681,"Chicken"
"SRR7457745",0.0561813297374172,-0.266401807974749,-0.189332262809597,"Chicken"
